"Date","Price","Open","High","Low","Vol.","Change %"
"10/09/2006","5,937.87","5,774.31","5,953.72","5,737.20","722.29M","2.46%"
"03/09/2006","5,795.26","5,890.01","5,917.24","5,753.67","416.11M","-1.38%"
"27/08/2006","5,876.54","5,808.37","5,907.16","5,767.83","458.19M","1.12%"
"20/08/2006","5,811.47","5,804.66","5,847.11","5,744.11","484.18M","-0.10%"
"13/08/2006","5,817.02","5,661.07","5,849.37","5,659.71","543.14M","3.35%"
"06/08/2006","5,628.37","5,685.46","5,709.10","5,557.59","708.30M","-1.65%"
"30/07/2006","5,723.03","5,704.56","5,741.80","5,583.96","528.34M","0.31%"
"23/07/2006","5,705.42","5,460.12","5,708.33","5,460.12","566.69M","4.67%"
"16/07/2006","5,451.01","5,437.08","5,587.28","5,365.06","574.60M","0.53%"
"09/07/2006","5,422.22","5,678.11","5,711.04","5,422.22","481.80M","-4.57%"
"02/07/2006","5,681.85","5,688.00","5,729.59","5,608.95","374.60M","-0.03%"
"25/06/2006","5,683.31","5,542.74","5,698.21","5,420.08","481.84M","2.78%"
"18/06/2006","5,529.74","5,388.83","5,580.82","5,382.58","548.54M","2.86%"
"11/06/2006","5,376.01","5,458.38","5,507.60","5,243.71","819.98M","-1.61%"
"04/06/2006","5,464.08","5,685.56","5,691.69","5,383.28","722.06M","-3.92%"
"28/05/2006","5,687.04","5,782.49","5,784.29","5,533.12","657.49M","-1.75%"
"21/05/2006","5,788.36","5,653.85","5,788.47","5,513.43","756.18M","2.05%"
"14/05/2006","5,672.28","5,893.00","5,902.44","5,587.92","883.22M","-4.12%"
"07/05/2006","5,916.28","6,126.96","6,162.37","5,915.74","758.12M","-3.22%"
"30/04/2006","6,113.29","6,014.38","6,113.29","5,962.86","564.22M","1.72%"
"23/04/2006","6,009.89","6,058.75","6,121.95","6,003.91","738.15M","-1.39%"
"16/04/2006","6,094.75","5,915.11","6,108.69","5,866.85","454.35M","2.98%"
"09/04/2006","5,918.57","5,951.08","6,004.71","5,860.50","407.74M","-0.58%"
"02/04/2006","5,952.92","5,989.08","6,047.98","5,947.56","510.11M","-0.29%"
"26/03/2006","5,970.08","5,972.15","5,993.90","5,863.07","561.03M","-0.05%"
"19/03/2006","5,973.14","5,895.78","5,977.06","5,847.90","612.23M","1.54%"
"12/03/2006","5,882.38","5,820.74","5,947.43","5,807.61","648.42M","1.33%"
"05/03/2006","5,804.92","5,742.07","5,804.95","5,664.19","590.33M","1.46%"
"26/02/2006","5,721.46","5,888.81","5,916.80","5,691.21","562.98M","-2.54%"
"19/02/2006","5,870.79","5,795.68","5,884.22","5,766.99","473.92M","1.30%"
"12/02/2006","5,795.48","5,699.44","5,814.79","5,683.88","552.67M","1.65%"
"05/02/2006","5,701.47","5,667.18","5,745.49","5,598.05","565.47M","0.78%"
"29/01/2006","5,657.12","5,636.24","5,760.63","5,614.29","575.32M","0.17%"
"22/01/2006","5,647.42","5,311.90","5,650.95","5,290.49","747.38M","5.58%"
"15/01/2006","5,349.02","5,464.98","5,515.26","5,344.52","530.38M","-2.45%"
"08/01/2006","5,483.09","5,543.34","5,553.55","5,463.78","579.81M","-0.96%"
"01/01/2006","5,536.32","5,410.24","5,537.58","5,409.28","443.16M","2.37%"
"25/12/2005","5,408.26","5,422.07","5,469.96","5,385.07","151.76M","-0.20%"
"18/12/2005","5,419.05","5,342.93","5,425.62","5,322.83","370.99M","1.22%"
"11/12/2005","5,353.66","5,316.46","5,356.67","5,274.97","550.22M","1.35%"
"04/12/2005","5,282.13","5,303.92","5,309.93","5,222.24","476.28M","-0.49%"
"27/11/2005","5,307.99","5,218.28","5,307.99","5,155.34","490.54M","2.19%"
"20/11/2005","5,194.27","5,140.35","5,204.14","5,127.07","399.34M","1.38%"
"13/11/2005","5,123.50","5,083.27","5,162.51","5,063.86","575.62M","0.64%"
"06/11/2005","5,090.75","4,994.54","5,092.80","4,983.75","517.62M","1.91%"
"30/10/2005","4,995.24","4,854.59","5,013.95","4,854.59","607.93M","3.51%"
"23/10/2005","4,825.64","4,838.25","4,930.89","4,762.75","506.31M","-0.26%"
"16/10/2005","4,838.40","4,987.66","4,999.00","4,825.96","551.70M","-2.76%"
"09/10/2005","4,975.56","5,027.28","5,065.17","4,929.11","524.16M","-0.64%"
"02/10/2005","5,007.77","5,060.99","5,138.02","4,980.62","534.77M","-0.72%"
"25/09/2005","5,044.12","4,938.18","5,061.84","4,938.18","527.83M","3.31%"
"18/09/2005","4,882.58","4,928.14","4,967.31","4,827.86","598.15M","-2.08%"
"11/09/2005","4,986.50","5,028.49","5,035.39","4,888.03","616.22M","-0.39%"
"04/09/2005","5,005.93","4,853.60","5,020.47","4,850.53","436.33M","3.48%"
"28/08/2005","4,837.81","4,756.68","4,874.89","4,726.33","449.55M","1.13%"
"21/08/2005","4,783.80","4,933.74","4,954.41","4,783.80","415.62M","-2.96%"
"14/08/2005","4,929.91","4,935.22","4,953.46","4,834.16","455.88M","-0.15%"
"07/08/2005","4,937.33","4,837.05","4,990.57","4,827.30","544.41M","2.28%"
"31/07/2005","4,827.18","4,882.39","4,934.94","4,827.18","496.31M","-1.21%"
"24/07/2005","4,886.50","4,843.69","4,913.02","4,819.42","560.27M","1.03%"
"17/07/2005","4,836.90","4,717.59","4,865.72","4,705.29","547.58M","2.63%"
"10/07/2005","4,712.90","4,616.36","4,723.65","4,616.36","523.01M","2.50%"
"03/07/2005","4,597.97","4,620.86","4,636.96","4,444.94","553.69M","-0.41%"
"26/06/2005","4,617.07","4,547.27","4,623.80","4,517.44","490.87M","1.11%"
"19/06/2005","4,566.48","4,601.99","4,637.34","4,560.49","504.19M","-0.83%"
"12/06/2005","4,604.57","4,597.33","4,623.58","4,537.91","681.10M","0.40%"
"05/06/2005","4,586.10","4,514.59","4,601.05","4,490.12","498.29M","1.68%"
"29/05/2005","4,510.39","4,445.21","4,551.89","4,440.36","459.69M","1.48%"
"22/05/2005","4,444.71","4,383.02","4,453.01","4,374.49","462.67M","1.93%"
"15/05/2005","4,360.68","4,266.82","4,379.57","4,232.67","465.17M","1.99%"
"08/05/2005","4,275.70","4,305.69","4,306.32","4,232.40","492.17M","-0.82%"
"01/05/2005","4,311.06","4,208.63","4,314.98","4,205.05","394.27M","3.02%"
"24/04/2005","4,184.84","4,214.97","4,249.86","4,157.51","555.37M","-0.90%"
"17/04/2005","4,223.04","4,266.27","4,266.27","4,159.95","622.64M","-2.07%"
"10/04/2005","4,312.25","4,388.81","4,422.88","4,309.25","493.16M","-2.01%"
"03/04/2005","4,400.68","4,355.84","4,413.24","4,323.24","414.24M","0.62%"
"27/03/2005","4,373.53","4,331.96","4,393.20","4,308.92","325.52M","0.69%"
"20/03/2005","4,343.60","4,322.47","4,347.72","4,275.55","372.34M","0.38%"
"13/03/2005","4,327.18","4,353.73","4,392.17","4,295.70","539.34M","-0.76%"
"06/03/2005","4,360.49","4,424.77","4,435.31","4,330.21","545.62M","-1.42%"
"27/02/2005","4,423.52","4,360.34","4,424.28","4,335.04","543.69M","1.72%"
"20/02/2005","4,348.64","4,363.21","4,373.15","4,276.01","551.03M","-0.25%"
"13/02/2005","4,359.47","4,395.37","4,409.09","4,348.66","473.65M","-0.65%"
"06/02/2005","4,387.80","4,342.75","4,391.79","4,338.96","483.19M","1.12%"
"30/01/2005","4,339.28","4,211.86","4,340.27","4,211.86","510.73M","3.27%"
"23/01/2005","4,201.81","4,195.37","4,245.08","4,160.83","596.18M","-0.28%"
"16/01/2005","4,213.70","4,235.94","4,269.73","4,198.34","502.91M","-0.44%"
"09/01/2005","4,232.36","4,311.86","4,324.38","4,191.14","554.32M","-1.95%"
"02/01/2005","4,316.40","4,260.92","4,325.77","4,242.07","450.08M","1.42%"
"26/12/2004","4,256.08","4,254.41","4,272.18","4,235.36","122.05M","0.10%"
"19/12/2004","4,251.62","4,178.17","4,253.68","4,176.38","266.76M","1.66%"
"12/12/2004","4,182.27","4,189.34","4,250.05","4,173.59","540.85M","0.18%"
"05/12/2004","4,174.55","4,199.25","4,231.46","4,131.24","389.52M","-0.82%"
"28/11/2004","4,208.87","4,160.89","4,233.52","4,107.62","531.63M","1.31%"
"21/11/2004","4,154.27","4,115.91","4,161.55","4,088.59","354.77M","0.47%"
"14/11/2004","4,134.89","4,162.93","4,202.45","4,106.87","489.37M","-0.20%"
"07/11/2004","4,143.35","4,063.83","4,162.37","4,051.61","541.97M","1.96%"
"31/10/2004","4,063.58","3,961.18","4,111.78","3,959.25","476.32M","2.61%"
"24/10/2004","3,960.25","3,880.48","3,994.19","3,838.98","502.16M","0.64%"
"17/10/2004","3,935.14","3,926.51","3,983.45","3,889.72","432.12M","0.33%"
"10/10/2004","3,922.11","4,011.83","4,026.99","3,897.48","517.45M","-2.33%"
"03/10/2004","4,015.54","4,005.64","4,078.50","4,001.52","496.77M","0.52%"
"26/09/2004","3,994.96","3,905.74","3,996.11","3,848.28","446.68M","2.17%"
"19/09/2004","3,910.30","3,986.33","3,999.47","3,887.84","447.83M","-1.95%"
"12/09/2004","3,988.07","3,890.29","4,000.13","3,890.29","501.01M","2.63%"
"05/09/2004","3,886.03","3,867.45","3,905.11","3,836.04","357.52M","0.49%"
"29/08/2004","3,866.99","3,848.80","3,882.78","3,778.19","384.47M","0.41%"
"22/08/2004","3,851.18","3,722.23","3,856.03","3,722.23","363.31M","3.73%"
"15/08/2004","3,712.61","3,643.08","3,758.51","3,618.58","407.01M","1.80%"
"08/08/2004","3,646.99","3,726.51","3,736.55","3,618.69","498.32M","-2.17%"
"01/08/2004","3,727.74","3,891.18","3,891.78","3,719.46","434.37M","-4.31%"
"25/07/2004","3,895.61","3,795.66","3,911.30","3,749.04","447.69M","2.59%"
"18/07/2004","3,797.33","3,845.03","3,899.42","3,785.29","428.41M","-1.26%"
"11/07/2004","3,845.93","3,911.54","3,928.07","3,837.63","404.13M","-2.00%"
"04/07/2004","3,924.49","3,998.19","4,011.54","3,882.75","381.00M","-1.86%"
"27/06/2004","3,998.77","4,016.82","4,101.52","3,990.50","419.88M","-0.36%"
"20/06/2004","4,013.35","4,008.50","4,029.11","3,916.42","408.25M","0.34%"
"13/06/2004","3,999.79","4,008.61","4,018.60","3,933.12","468.57M","-0.37%"
"06/06/2004","4,014.56","3,973.45","4,040.77","3,973.45","346.75M","1.33%"
"30/05/2004","3,961.93","3,904.39","3,973.57","3,856.04","333.01M","1.52%"
"23/05/2004","3,902.72","3,842.41","3,940.71","3,809.98","398.03M","1.85%"
"16/05/2004","3,831.84","3,801.47","3,883.15","3,710.02","444.40M","0.76%"
"09/05/2004","3,803.10","3,894.98","3,894.98","3,769.59","525.40M","-2.38%"
"02/05/2004","3,895.64","3,972.88","4,029.32","3,852.90","485.47M","-2.25%"
"25/04/2004","3,985.21","4,105.97","4,156.89","3,968.86","558.38M","-2.89%"
"18/04/2004","4,103.62","4,033.00","4,129.14","3,995.59","512.75M","1.73%"
"11/04/2004","4,033.98","4,016.09","4,094.23","3,970.02","371.81M","0.51%"
"04/04/2004","4,013.53","4,015.23","4,065.71","4,000.44","373.14M","0.15%"
"28/03/2004","4,007.60","3,828.04","4,008.08","3,823.67","496.25M","4.85%"
"21/03/2004","3,822.33","3,802.53","3,849.99","3,692.40","618.63M","0.08%"
"14/03/2004","3,819.15","3,908.61","3,909.87","3,775.11","733.06M","-2.46%"
"07/03/2004","3,915.38","4,131.34","4,163.19","3,824.54","600.38M","-5.11%"
"29/02/2004","4,126.14","4,026.19","4,151.84","4,026.19","473.94M","2.69%"
"22/02/2004","4,018.16","4,074.11","4,106.08","3,960.41","505.67M","-1.35%"
"15/02/2004","4,073.35","4,054.96","4,147.34","4,040.49","444.61M","0.40%"
"08/02/2004","4,057.05","4,051.36","4,150.56","4,047.92","420.88M","0.30%"
"01/02/2004","4,044.99","4,062.79","4,087.21","4,007.87","486.49M","-0.34%"
"25/01/2004","4,058.60","4,152.09","4,175.48","4,048.52","533.53M","-2.25%"
"18/01/2004","4,151.83","4,111.89","4,171.49","4,099.47","533.82M","0.98%"
"11/01/2004","4,111.64","4,010.05","4,122.93","3,980.19","587.89M","2.38%"
"04/01/2004","4,016.18","4,019.94","4,073.33","3,982.83","592.32M","-0.06%"
"28/12/2003","4,018.50","3,907.57","4,022.96","3,907.57","133.56M","2.95%"
"21/12/2003","3,903.34","3,891.67","3,913.26","3,870.56","108.98M","0.13%"
"14/12/2003","3,898.42","3,866.92","3,930.26","3,823.71","518.68M","0.99%"
"07/12/2003","3,860.13","3,834.89","3,904.43","3,778.73","474.53M","0.48%"
"30/11/2003","3,841.73","3,752.72","3,894.82","3,752.72","520.05M","2.56%"
"23/11/2003","3,745.95","3,642.70","3,786.37","3,642.70","396.18M","2.85%"
"16/11/2003","3,642.25","3,792.89","3,792.89","3,576.52","500.82M","-4.09%"
"09/11/2003","3,797.40","3,778.27","3,813.20","3,696.95","513.86M","0.39%"
"02/11/2003","3,782.56","3,657.61","3,814.21","3,651.77","520.39M","3.46%"
"26/10/2003","3,655.99","3,459.07","3,675.78","3,459.07","449.90M","5.89%"
"19/10/2003","3,452.64","3,520.54","3,593.50","3,423.34","438.25M","-1.82%"
"12/10/2003","3,516.67","3,480.13","3,606.00","3,480.13","475.84M","1.31%"
"05/10/2003","3,471.25","3,414.06","3,512.21","3,332.82","470.75M","1.53%"
"28/09/2003","3,419.00","3,324.00","3,439.89","3,202.87","514.79M","2.83%"
"21/09/2003","3,324.85","3,578.16","3,578.16","3,275.54","575.08M","-7.09%"
"14/09/2003","3,578.70","3,512.28","3,629.59","3,506.38","565.46M","2.01%"
"07/09/2003","3,508.06","3,612.85","3,670.30","3,473.79","455.44M","-2.76%"
"31/08/2003","3,607.71","3,493.34","3,676.88","3,493.34","474.36M","3.53%"
"24/08/2003","3,484.58","3,547.65","3,547.65","3,438.86","384.10M","-1.82%"
"17/08/2003","3,549.05","3,447.58","3,588.53","3,447.58","437.13M","3.05%"
"10/08/2003","3,443.93","3,333.07","3,470.53","3,309.85","413.88M","3.35%"
"03/08/2003","3,332.24","3,433.72","3,464.60","3,299.77","430.58M","-3.10%"
"27/07/2003","3,438.89","3,360.67","3,487.86","3,360.67","464.06M","2.44%"
"20/07/2003","3,356.89","3,370.07","3,390.61","3,254.19","447.99M","-0.29%"
"13/07/2003","3,366.71","3,335.12","3,430.76","3,312.90","501.93M","1.21%"
"06/07/2003","3,326.51","3,244.94","3,363.43","3,244.94","627.81M","2.68%"
"29/06/2003","3,239.61","3,228.81","3,271.31","3,119.35","435.09M","0.46%"
"22/06/2003","3,224.66","3,236.96","3,263.12","3,157.70","471.80M","-0.44%"
"15/06/2003","3,238.98","3,156.80","3,324.44","3,122.40","630.23M","2.22%"
"08/06/2003","3,168.71","3,124.59","3,253.70","3,075.19","518.59M","1.32%"
"01/06/2003","3,127.46","2,990.93","3,146.91","2,990.93","559.64M","4.85%"
"25/05/2003","2,982.68","2,821.54","2,997.62","2,769.45","412.32M","5.66%"
"18/05/2003","2,822.83","2,976.38","2,976.38","2,773.77","494.85M","-5.56%"
"11/05/2003","2,989.08","2,961.14","3,029.49","2,871.61","496.47M","1.10%"
"04/05/2003","2,956.59","2,991.74","3,068.08","2,861.70","529.36M","-0.98%"
"27/04/2003","2,986.00","2,834.46","3,004.79","2,821.35","435.78M","5.21%"
"20/04/2003","2,838.23","2,898.36","3,000.76","2,828.84","413.57M","-2.12%"
"13/04/2003","2,899.78","2,741.66","2,915.69","2,700.33","411.31M","6.07%"
"06/04/2003","2,733.95","2,654.76","2,824.99","2,654.44","556.91M","3.01%"
"30/03/2003","2,654.07","2,511.99","2,656.25","2,395.72","498.52M","5.29%"
"23/03/2003","2,520.84","2,712.62","2,712.62","2,481.71","492.65M","-7.15%"
"16/03/2003","2,715.06","2,398.11","2,731.57","2,327.87","874.25M","12.98%"
"09/03/2003","2,403.19","2,437.32","2,482.14","2,188.75","644.24M","-1.17%"
"02/03/2003","2,431.66","2,553.74","2,600.76","2,393.59","441.42M","-4.53%"
"23/02/2003","2,547.05","2,648.49","2,648.55","2,433.15","552.90M","-3.84%"
"16/02/2003","2,648.87","2,683.48","2,750.08","2,565.14","590.23M","-0.96%"
"09/02/2003","2,674.46","2,573.26","2,711.59","2,528.90","447.20M","4.09%"
"02/02/2003","2,569.34","2,750.40","2,802.93","2,561.73","475.01M","-6.50%"
"26/01/2003","2,747.83","2,716.42","2,753.26","2,563.92","596.38M","1.10%"
"19/01/2003","2,717.82","2,927.58","2,966.78","2,714.89","502.73M","-6.89%"
"12/01/2003","2,918.82","3,039.91","3,145.66","2,918.26","481.65M","-3.90%"
"05/01/2003","3,037.33","3,101.17","3,157.25","2,932.93","469.48M","-1.80%"
"29/12/2002","3,092.94","2,838.87","3,124.86","2,836.01","176.42M","8.91%"
"22/12/2002","2,840.00","3,022.31","3,048.29","2,840.00","74.27M","-6.09%"
"15/12/2002","3,024.22","3,074.51","3,222.40","2,925.87","522.24M","-1.72%"
"08/12/2002","3,077.06","3,206.36","3,223.42","3,034.12","388.55M","-4.07%"
"01/12/2002","3,207.53","3,332.73","3,476.83","3,108.76","530.34M","-3.40%"
"24/11/2002","3,320.32","3,322.78","3,403.40","3,148.94","401.18M","-0.02%"
"17/11/2002","3,320.88","3,195.97","3,337.34","3,117.02","406.86M","4.05%"
"10/11/2002","3,191.76","3,076.25","3,232.07","2,987.85","445.63M","3.66%"
"03/11/2002","3,079.10","3,167.49","3,443.49","3,072.81","490.32M","-2.72%"
"27/10/2002","3,165.16","3,105.29","3,235.66","2,999.60","433.13M","2.04%"
"20/10/2002","3,102.01","3,151.94","3,299.01","2,983.64","466.28M","-1.95%"
"13/10/2002","3,163.67","2,928.63","3,226.25","2,793.93","544.11M","7.95%"
"06/10/2002","2,930.74","2,710.33","2,930.74","2,519.30","545.06M","7.96%"
"29/09/2002","2,714.62","2,906.60","2,974.34","2,677.61","468.07M","-7.00%"
"22/09/2002","2,918.90","3,063.44","3,106.09","2,774.36","507.68M","-4.79%"
"15/09/2002","3,065.73","3,359.33","3,445.59","2,956.56","566.84M","-8.79%"
"08/09/2002","3,361.28","3,480.57","3,615.59","3,275.28","332.40M","-3.57%"
"01/09/2002","3,485.68","3,698.69","3,698.69","3,301.81","406.53M","-6.12%"
"25/08/2002","3,712.94","3,830.08","3,900.11","3,580.91","316.93M","-3.01%"
"18/08/2002","3,828.26","3,681.67","3,930.96","3,628.46","382.75M","3.90%"
"11/08/2002","3,684.69","3,750.26","3,750.26","3,542.06","346.40M","-2.03%"
"04/08/2002","3,760.86","3,533.30","3,760.86","3,235.38","480.48M","6.46%"
"28/07/2002","3,532.49","3,584.51","3,945.38","3,496.49","483.21M","-1.30%"
"21/07/2002","3,579.00","3,888.11","3,888.11","3,265.96","622.29M","-8.04%"
"14/07/2002","3,891.88","4,124.53","4,152.45","3,825.54","567.04M","-5.78%"
"07/07/2002","4,130.80","4,475.89","4,480.49","4,039.23","519.11M","-7.86%"
"30/06/2002","4,483.03","4,377.10","4,483.03","4,101.58","441.55M","2.29%"
"23/06/2002","4,382.56","4,233.87","4,388.27","3,946.70","528.73M","3.55%"
"16/06/2002","4,232.40","4,317.84","4,503.80","4,153.31","632.34M","-1.66%"
"09/06/2002","4,303.85","4,617.19","4,686.13","4,252.86","390.54M","-6.64%"
"02/06/2002","4,610.18","4,818.07","4,850.38","4,513.00","326.79M","-4.32%"
"26/05/2002","4,818.30","4,896.84","5,016.11","4,741.95","315.47M","-1.65%"
"19/05/2002","4,899.13","5,046.17","5,059.42","4,859.54","333.07M","-2.73%"
"12/05/2002","5,036.41","4,861.15","5,126.33","4,832.86","378.26M","3.38%"
"05/05/2002","4,871.70","4,884.03","5,028.59","4,773.49","320.41M","-0.23%"
"28/04/2002","4,882.77","4,994.20","5,066.97","4,872.19","330.45M","-2.35%"
"21/04/2002","5,000.38","5,285.42","5,285.42","4,984.62","384.86M","-5.38%"
"14/04/2002","5,284.55","5,194.94","5,378.27","5,167.19","312.39M","1.83%"
"07/04/2002","5,189.65","5,261.37","5,290.87","5,128.02","312.23M","-1.35%"
"31/03/2002","5,260.53","5,379.64","5,379.64","5,211.74","229.00M","-2.53%"
"24/03/2002","5,397.29","5,361.20","5,424.52","5,289.93","212.73M","0.58%"
"17/03/2002","5,366.13","5,399.15","5,467.31","5,312.03","351.78M","-0.65%"
"10/03/2002","5,401.11","5,360.04","5,403.28","5,233.66","451.93M","0.78%"
"03/03/2002","5,359.55","5,107.87","5,376.23","5,107.87","426.98M","5.14%"
"24/02/2002","5,097.41","4,758.83","5,116.14","4,731.41","361.86M","7.41%"
"17/02/2002","4,745.58","4,865.83","4,894.49","4,706.01","333.17M","-2.41%"
"10/02/2002","4,862.60","4,845.24","4,992.60","4,834.15","341.72M","0.55%"
"03/02/2002","4,835.95","5,088.83","5,093.49","4,730.70","443.05M","-5.12%"
"27/01/2002","5,097.06","5,156.52","5,205.63","4,980.70","378.50M","-1.16%"
"20/01/2002","5,156.63","5,122.40","5,219.85","5,006.26","333.49M","0.67%"
"13/01/2002","5,122.23","5,206.23","5,206.23","4,974.58","412.90M","-1.68%"
"06/01/2002","5,209.97","5,327.40","5,347.12","5,172.04","422.20M","-2.04%"
"30/12/2001","5,318.73","5,155.26","5,352.16","5,107.36","202.20M","3.07%"
"23/12/2001","5,160.10","5,032.87","5,175.57","5,032.87","55.50M","2.81%"
"16/12/2001","5,019.01","4,913.93","5,115.79","4,877.57","377.10M","2.23%"
"09/12/2001","4,909.42","5,200.54","5,212.95","4,901.04","340.40M","-5.57%"
"02/12/2001","5,199.03","4,986.58","5,341.86","4,872.25","394.20M","4.19%"
"25/11/2001","4,989.91","5,159.81","5,217.47","4,874.23","358.34M","-3.13%"
"18/11/2001","5,150.97","5,071.63","5,212.03","5,016.92","331.74M","1.74%"
"11/11/2001","5,062.64","4,907.61","5,114.40","4,648.68","454.51M","3.11%"
"04/11/2001","4,910.07","4,588.69","5,005.95","4,588.69","353.93M","7.13%"
"28/10/2001","4,583.31","4,812.60","4,812.60","4,457.72","323.11M","-4.92%"
"21/10/2001","4,820.26","4,518.36","4,874.31","4,480.16","336.75M","6.80%"
"14/10/2001","4,513.53","4,619.59","4,779.64","4,445.64","349.35M","-2.41%"
"07/10/2001","4,625.13","4,469.11","4,742.18","4,330.54","342.61M","3.06%"
"30/09/2001","4,487.69","4,315.06","4,592.14","4,157.60","362.11M","4.17%"
"23/09/2001","4,308.15","3,792.86","4,317.63","3,792.86","418.54M","13.75%"
"16/09/2001","3,787.23","4,120.56","4,301.47","3,539.18","612.66M","-7.99%"
"09/09/2001","4,115.98","4,725.16","4,788.38","4,115.98","482.51M","-12.99%"
"02/09/2001","4,730.67","5,195.67","5,220.10","4,713.12","370.55M","-8.82%"
"26/08/2001","5,188.17","5,397.64","5,455.12","5,132.27","285.08M","-3.70%"
"19/08/2001","5,387.50","5,219.75","5,423.54","5,124.69","313.55M","3.17%"
"12/08/2001","5,222.12","5,441.10","5,569.05","5,174.30","329.88M","-3.89%"
"05/08/2001","5,433.49","5,734.24","5,802.68","5,387.34","397.82M","-5.27%"
"29/07/2001","5,735.88","5,749.25","5,930.45","5,712.48","265.67M","-0.33%"
"22/07/2001","5,754.86","5,751.13","5,844.07","5,551.14","263.26M","-0.16%"
"15/07/2001","5,764.06","5,927.45","5,928.89","5,684.56","278.77M","-2.77%"
"08/07/2001","5,928.01","5,861.92","5,932.64","5,731.85","320.00M","1.12%"
"01/07/2001","5,862.10","6,053.81","6,131.97","5,846.63","275.32M","-3.24%"
"24/06/2001","6,058.38","5,928.50","6,058.50","5,758.69","299.27M","1.96%"
"17/06/2001","5,941.77","5,921.61","5,980.14","5,812.70","299.64M","0.45%"
"10/06/2001","5,915.18","6,189.06","6,225.84","5,889.41","674.30M","-4.40%"
"03/06/2001","6,187.21","6,134.10","6,278.04","6,134.10","238.98M","1.01%"
"27/05/2001","6,125.17","6,225.66","6,255.19","5,994.66","299.73M","-1.58%"
"20/05/2001","6,223.57","6,193.13","6,337.47","6,139.24","223.18M","0.59%"
"13/05/2001","6,186.87","6,122.45","6,226.58","5,960.46","269.29M","0.75%"
"06/05/2001","6,141.02","6,137.92","6,222.24","6,025.86","264.29M","0.04%"
"29/04/2001","6,138.28","6,176.73","6,296.62","6,001.51","217.91M","-0.60%"
"22/04/2001","6,175.24","6,118.24","6,186.68","6,032.74","258.82M","0.77%"
"15/04/2001","6,127.97","6,004.32","6,224.30","5,827.62","228.73M","2.09%"
"08/04/2001","6,002.30","5,695.77","6,019.26","5,657.87","217.51M","5.32%"
"01/04/2001","5,698.88","5,843.37","5,912.26","5,383.99","298.16M","-2.25%"
"25/03/2001","5,829.95","5,557.82","5,944.25","5,557.82","295.42M","5.15%"
"18/03/2001","5,544.67","5,732.85","5,805.71","5,351.48","293.38M","-3.31%"
"11/03/2001","5,734.49","6,202.37","6,202.37","5,663.54","601.11M","-7.57%"
"04/03/2001","6,204.42","6,172.35","6,342.54","6,134.02","225.56M","0.74%"
"25/02/2001","6,159.02","6,079.97","6,284.81","6,052.01","230.98M","1.38%"
"18/02/2001","6,075.34","6,441.26","6,530.13","6,071.35","266.19M","-5.65%"
"11/02/2001","6,439.26","6,498.93","6,603.17","6,439.26","244.55M","-0.89%"
"04/02/2001","6,497.07","6,633.78","6,693.45","6,497.07","200.12M","-2.13%"
"28/01/2001","6,638.20","6,699.10","6,795.14","6,624.19","223.25M","-0.85%"
"21/01/2001","6,695.20","6,652.46","6,775.26","6,594.19","247.78M","0.66%"
"14/01/2001","6,651.53","6,506.70","6,737.18","6,452.62","259.10M","2.49%"
"07/01/2001","6,490.03","6,368.83","6,552.52","6,293.49","240.88M","1.69%"
"31/12/2000","6,382.31","6,431.14","6,556.94","6,172.44","215.44M","-0.80%"
"24/12/2000","6,433.61","6,252.11","6,469.74","6,252.11","62.36M","2.91%"
"17/12/2000","6,251.40","6,337.81","6,505.75","6,110.26","199.00M","-1.26%"
"10/12/2000","6,331.30","6,702.25","6,813.30","6,331.30","284.09M","-5.38%"
"03/12/2000","6,691.25","6,507.64","6,745.91","6,343.45","234.82M","2.74%"
"26/11/2000","6,512.91","6,665.25","6,804.22","6,361.43","206.22M","-2.27%"
"19/11/2000","6,664.18","6,755.23","6,794.41","6,474.50","192.53M","-1.30%"
"12/11/2000","6,752.29","6,839.98","6,976.63","6,690.61","196.68M","-1.45%"
"05/11/2000","6,851.69","7,139.94","7,185.66","6,831.40","205.80M","-3.88%"
"29/10/2000","7,128.27","6,921.33","7,152.45","6,880.18","213.84M","2.94%"
"22/10/2000","6,924.68","6,614.18","6,930.36","6,542.87","221.40M","4.63%"
"15/10/2000","6,618.43","6,668.12","6,725.33","6,297.49","235.53M","-0.64%"
"08/10/2000","6,661.30","6,776.04","6,776.04","6,383.17","234.17M","-1.70%"
"01/10/2000","6,776.39","6,800.07","6,921.08","6,712.48","167.00M","-0.32%"
"24/09/2000","6,798.12","6,739.28","6,884.63","6,716.84","198.86M","0.86%"
"17/09/2000","6,740.25","6,959.93","6,977.25","6,468.46","239.87M","-3.70%"
"10/09/2000","6,999.54","7,267.68","7,273.30","6,976.41","279.83M","-3.69%"
"03/09/2000","7,267.77","7,355.74","7,456.71","7,248.94","166.43M","-1.05%"
"27/08/2000","7,344.67","7,320.93","7,397.12","7,168.52","168.00M","0.51%"
"20/08/2000","7,307.17","7,233.74","7,333.09","7,147.15","163.24M","1.03%"
"13/08/2000","7,232.42","7,323.87","7,380.19","7,214.68","158.01M","-1.24%"
"06/08/2000","7,322.98","7,020.65","7,327.22","7,020.65","197.70M","4.37%"
"30/07/2000","7,016.59","7,135.39","7,251.88","6,954.60","176.42M","-1.57%"
"23/07/2000","7,128.30","7,377.98","7,428.17","7,076.37","228.99M","-3.32%"
