"Date","Price","Open","High","Low","Vol.","Change %"
"17/06/2007","6,023.25","6,117.52","6,132.14","5,995.37","687.74M","-1.34%"
"10/06/2007","6,105.28","5,939.34","6,122.31","5,851.48","848.18M","3.77%"
"03/06/2007","5,883.29","6,157.33","6,163.90","5,837.14","768.40M","-4.62%"
"27/05/2007","6,168.15","6,065.25","6,168.15","5,986.26","504.61M","1.83%"
"20/05/2007","6,057.49","6,091.59","6,121.87","6,011.49","636.14M","-0.72%"
"13/05/2007","6,101.14","6,070.30","6,111.72","5,987.49","600.68M","0.83%"
"06/05/2007","6,050.63","6,079.86","6,081.78","5,927.51","614.73M","-0.30%"
"29/04/2007","6,068.83","5,913.03","6,075.58","5,913.03","480.20M","2.33%"
"22/04/2007","5,930.77","5,937.15","5,981.55","5,860.69","680.26M","-0.14%"
"15/04/2007","5,938.90","5,815.36","5,957.80","5,745.03","711.64M","2.58%"
"08/04/2007","5,789.34","5,750.47","5,798.21","5,701.35","422.22M","0.84%"
"01/04/2007","5,741.38","5,623.40","5,751.33","5,609.28","436.93M","1.90%"
"25/03/2007","5,634.16","5,638.48","5,674.26","5,530.79","610.62M","-0.01%"
"18/03/2007","5,634.75","5,435.37","5,642.19","5,411.54","637.22M","4.69%"
"11/03/2007","5,382.16","5,553.82","5,565.42","5,295.58","813.91M","-2.81%"
"04/03/2007","5,537.84","5,325.14","5,549.30","5,303.29","785.48M","2.09%"
"25/02/2007","5,424.70","5,732.28","5,771.69","5,355.75","1.03B","-5.10%"
"18/02/2007","5,716.38","5,723.05","5,758.33","5,677.59","544.74M","0.05%"
"11/02/2007","5,713.59","5,670.73","5,729.16","5,625.17","593.09M","0.37%"
"04/02/2007","5,692.45","5,671.23","5,711.04","5,652.48","569.20M","0.27%"
"28/01/2007","5,677.30","5,592.73","5,693.47","5,582.43","578.48M","1.70%"
"21/01/2007","5,582.30","5,630.41","5,658.08","5,539.76","784.16M","-0.58%"
"14/01/2007","5,614.70","5,641.37","5,649.76","5,529.44","647.67M","-0.05%"
"07/01/2007","5,617.62","5,532.57","5,619.93","5,473.47","689.03M","1.82%"
"31/12/2006","5,517.35","5,575.76","5,623.67","5,517.35","461.38M","-0.44%"
"24/12/2006","5,541.76","5,482.68","5,553.86","5,478.85","157.87M","1.61%"
"17/12/2006","5,453.94","5,533.08","5,545.00","5,453.11","487.56M","-1.58%"
"10/12/2006","5,541.62","5,413.13","5,553.45","5,401.38","725.83M","2.92%"
"03/12/2006","5,384.16","5,268.24","5,401.49","5,246.38","646.16M","2.48%"
"26/11/2006","5,254.05","5,377.25","5,402.09","5,239.84","773.15M","-2.51%"
"19/11/2006","5,389.46","5,414.31","5,494.34","5,349.67","489.59M","-0.92%"
"12/11/2006","5,439.71","5,445.47","5,518.43","5,422.01","537.79M","-0.14%"
"05/11/2006","5,447.50","5,351.46","5,454.60","5,347.40","553.22M","2.08%"
"29/10/2006","5,336.30","5,352.87","5,387.77","5,290.27","503.05M","-1.11%"
"22/10/2006","5,396.03","5,391.78","5,458.21","5,361.38","650.12M","0.38%"
"15/10/2006","5,375.35","5,359.00","5,399.83","5,298.88","528.71M","0.41%"
"08/10/2006","5,353.23","5,261.87","5,372.81","5,261.77","561.32M","1.35%"
"01/10/2006","5,282.06","5,268.63","5,300.18","5,196.07","561.11M","0.61%"
"24/09/2006","5,250.01","5,156.44","5,285.34","5,126.39","582.62M","2.10%"
"17/09/2006","5,141.95","5,152.90","5,222.83","5,091.94","549.64M","-0.06%"
"10/09/2006","5,144.88","5,042.88","5,165.39","5,018.18","674.40M","1.41%"
"03/09/2006","5,073.57","5,195.18","5,209.06","5,043.76","477.23M","-2.12%"
"27/08/2006","5,183.45","5,104.38","5,206.23","5,083.01","429.46M","1.41%"
"20/08/2006","5,111.13","5,126.74","5,136.22","5,062.94","365.42M","-0.48%"
"13/08/2006","5,135.69","5,019.17","5,157.60","5,015.48","481.36M","3.01%"
"06/08/2006","4,985.52","4,980.44","5,033.19","4,935.96","444.80M","-1.10%"
"30/07/2006","5,040.95","5,024.51","5,060.47","4,932.41","507.53M","0.25%"
"23/07/2006","5,028.51","4,827.07","5,030.78","4,826.17","567.65M","4.36%"
"16/07/2006","4,818.55","4,790.92","4,895.10","4,710.61","563.29M","0.79%"
"09/07/2006","4,780.79","4,939.20","4,989.29","4,780.79","581.81M","-3.49%"
"02/07/2006","4,953.71","4,967.07","4,985.84","4,902.57","470.67M","-0.25%"
"25/06/2006","4,965.96","4,838.72","4,974.53","4,744.58","592.50M","3.08%"
"18/06/2006","4,817.63","4,722.62","4,838.54","4,678.37","590.59M","2.61%"
"11/06/2006","4,694.89","4,757.56","4,801.63","4,564.69","974.11M","-1.54%"
"04/06/2006","4,768.18","4,960.16","4,970.51","4,684.34","702.81M","-3.86%"
"28/05/2006","4,959.70","5,022.86","5,026.36","4,820.06","620.81M","-1.69%"
"21/05/2006","5,045.09","4,934.11","5,045.09","4,798.81","790.95M","2.03%"
"14/05/2006","4,944.57","5,130.53","5,137.43","4,841.77","897.16M","-4.00%"
"07/05/2006","5,150.45","5,297.50","5,329.16","5,150.45","706.27M","-2.57%"
"30/04/2006","5,286.40","5,187.34","5,287.24","5,185.68","454.54M","1.89%"
"23/04/2006","5,188.40","5,227.70","5,261.60","5,169.98","581.32M","-1.22%"
"16/04/2006","5,252.38","5,097.56","5,252.38","5,073.51","421.96M","2.93%"
"09/04/2006","5,102.62","5,170.05","5,197.41","5,058.35","415.50M","-1.40%"
"02/04/2006","5,174.96","5,251.56","5,258.51","5,174.96","592.23M","-0.88%"
"26/03/2006","5,220.85","5,212.39","5,247.31","5,134.34","506.30M","0.04%"
"19/03/2006","5,218.71","5,161.21","5,226.37","5,098.38","681.96M","1.51%"
"12/03/2006","5,141.08","5,094.23","5,171.38","5,085.74","605.56M","1.42%"
"05/03/2006","5,069.27","5,025.72","5,069.27","4,927.59","653.77M","1.61%"
"26/02/2006","4,989.15","5,082.13","5,085.20","4,966.71","698.83M","-1.67%"
"19/02/2006","5,073.95","4,981.31","5,073.95","4,971.25","556.40M","1.48%"
"12/02/2006","5,000.00","4,916.36","5,003.39","4,898.96","543.84M","1.82%"
"05/02/2006","4,910.82","4,949.84","4,963.69","4,875.80","585.39M","-0.54%"
"29/01/2006","4,937.56","4,945.83","5,012.38","4,905.63","669.16M","-0.38%"
"22/01/2006","4,956.60","4,725.00","4,956.60","4,719.33","692.88M","3.84%"
"15/01/2006","4,773.48","4,844.13","4,864.76","4,730.38","569.94M","-1.59%"
"08/01/2006","4,850.53","4,875.12","4,898.05","4,834.24","650.62M","-0.34%"
"01/01/2006","4,867.15","4,731.92","4,867.15","4,727.09","460.89M","3.22%"
"25/12/2005","4,715.23","4,751.15","4,780.05","4,703.34","160.00M","-0.89%"
"18/12/2005","4,757.74","4,705.62","4,768.94","4,674.18","421.57M","1.13%"
"11/12/2005","4,704.41","4,674.04","4,724.09","4,657.72","570.79M","0.93%"
"04/12/2005","4,661.01","4,660.01","4,690.75","4,623.23","433.47M","-0.03%"
"27/11/2005","4,662.50","4,621.61","4,662.50","4,551.28","525.51M","1.35%"
"20/11/2005","4,600.48","4,563.05","4,611.13","4,556.24","414.52M","0.97%"
"13/11/2005","4,556.23","4,530.08","4,577.29","4,494.53","521.33M","0.44%"
"06/11/2005","4,536.49","4,493.31","4,541.82","4,474.23","480.45M","0.84%"
"30/10/2005","4,498.70","4,373.04","4,506.27","4,373.04","508.85M","3.98%"
"23/10/2005","4,326.71","4,371.95","4,441.75","4,288.15","563.41M","-0.91%"
"16/10/2005","4,366.52","4,498.51","4,507.35","4,354.39","532.27M","-2.58%"
"09/10/2005","4,482.13","4,544.05","4,570.49","4,445.83","485.55M","-1.03%"
"02/10/2005","4,528.79","4,610.01","4,651.11","4,514.74","534.85M","-1.55%"
"25/09/2005","4,600.02","4,510.40","4,620.85","4,510.40","501.01M","2.74%"
"18/09/2005","4,477.20","4,486.21","4,536.99","4,424.20","532.46M","-0.72%"
"11/09/2005","4,509.49","4,504.86","4,526.93","4,453.41","539.16M","0.40%"
"04/09/2005","4,491.68","4,404.81","4,498.44","4,404.81","472.23M","1.97%"
"28/08/2005","4,404.95","4,319.93","4,437.86","4,313.34","453.05M","1.43%"
"21/08/2005","4,342.70","4,490.14","4,498.04","4,342.70","365.89M","-3.24%"
"14/08/2005","4,487.90","4,470.41","4,490.53","4,406.02","310.51M","0.26%"
"07/08/2005","4,476.48","4,437.15","4,527.11","4,433.02","395.92M","1.24%"
"31/07/2005","4,421.70","4,457.49","4,503.74","4,421.70","416.46M","-0.67%"
"24/07/2005","4,451.74","4,423.23","4,483.47","4,403.02","500.55M","0.82%"
"17/07/2005","4,415.52","4,381.19","4,465.90","4,357.50","564.54M","0.95%"
"10/07/2005","4,373.77","4,317.90","4,389.49","4,293.67","521.97M","1.71%"
"03/07/2005","4,300.31","4,276.71","4,300.31","4,089.27","564.01M","0.72%"
"26/06/2005","4,269.62","4,172.96","4,269.62","4,149.95","504.33M","1.66%"
"19/06/2005","4,199.87","4,213.40","4,244.84","4,182.67","457.94M","-0.50%"
"12/06/2005","4,220.91","4,192.65","4,246.43","4,179.74","546.91M","0.88%"
"05/06/2005","4,184.10","4,163.55","4,195.10","4,139.42","479.14M","0.52%"
"29/05/2005","4,162.47","4,108.95","4,198.20","4,097.96","420.28M","0.74%"
"22/05/2005","4,131.83","4,113.33","4,142.54","4,083.53","466.20M","0.87%"
"15/05/2005","4,096.18","3,990.46","4,112.06","3,990.46","453.74M","1.95%"
"08/05/2005","4,017.89","4,028.51","4,035.65","3,977.11","442.41M","-0.39%"
"01/05/2005","4,033.46","3,928.71","4,041.17","3,920.88","354.40M","3.11%"
"24/04/2005","3,911.71","3,973.75","4,000.12","3,882.42","533.75M","-1.72%"
"17/04/2005","3,980.18","3,975.25","3,985.80","3,930.63","558.05M","-1.29%"
"10/04/2005","4,032.28","4,107.00","4,126.52","4,032.28","495.89M","-2.23%"
"03/04/2005","4,124.29","4,067.81","4,143.93","4,029.95","494.49M","1.08%"
"27/03/2005","4,080.08","4,056.43","4,097.07","4,043.90","349.27M","0.04%"
"20/03/2005","4,078.31","4,045.97","4,080.90","4,009.01","320.79M","0.68%"
"13/03/2005","4,050.77","4,046.42","4,083.41","4,011.21","445.47M","0.04%"
"06/03/2005","4,049.18","4,094.37","4,108.00","4,033.70","476.07M","-1.04%"
"27/02/2005","4,091.58","4,043.73","4,091.58","4,023.61","470.04M","1.41%"
"20/02/2005","4,034.57","4,034.19","4,040.38","3,951.60","537.95M","0.14%"
"13/02/2005","4,029.02","4,013.90","4,042.27","3,995.10","477.84M","0.31%"
"06/02/2005","4,016.75","3,968.97","4,016.75","3,955.67","473.97M","1.48%"
"30/01/2005","3,958.01","3,895.90","3,960.27","3,893.75","560.81M","2.26%"
"23/01/2005","3,870.35","3,840.57","3,899.42","3,819.95","448.41M","0.42%"
"16/01/2005","3,854.19","3,865.40","3,892.19","3,829.16","428.19M","-0.01%"
"09/01/2005","3,854.60","3,890.39","3,897.36","3,804.92","505.10M","-0.60%"
"02/01/2005","3,877.96","3,830.58","3,884.73","3,824.05","427.83M","1.49%"
"26/12/2004","3,821.16","3,812.68","3,838.88","3,801.78","168.05M","-0.04%"
"19/12/2004","3,822.76","3,742.82","3,823.53","3,742.61","296.32M","2.08%"
"12/12/2004","3,744.92","3,777.07","3,829.80","3,742.94","539.70M","-0.62%"
"05/12/2004","3,768.42","3,765.09","3,800.49","3,735.55","458.57M","-0.40%"
"28/11/2004","3,783.51","3,787.09","3,824.60","3,744.36","524.17M","0.03%"
"21/11/2004","3,782.20","3,776.52","3,807.38","3,754.14","390.92M","-0.44%"
"14/11/2004","3,798.78","3,848.09","3,856.01","3,781.81","536.08M","-0.95%"
"07/11/2004","3,835.11","3,782.35","3,850.16","3,767.12","458.55M","1.43%"
"31/10/2004","3,780.99","3,697.94","3,811.60","3,697.94","456.57M","2.00%"
"24/10/2004","3,706.82","3,636.27","3,738.59","3,599.37","511.14M","0.53%"
"17/10/2004","3,687.17","3,679.77","3,723.44","3,650.62","541.57M","0.45%"
"10/10/2004","3,670.76","3,733.83","3,735.41","3,638.14","462.07M","-1.80%"
"03/10/2004","3,737.87","3,749.05","3,787.39","3,717.02","540.76M","0.21%"
"26/09/2004","3,730.16","3,678.42","3,730.16","3,634.07","604.97M","1.54%"
"19/09/2004","3,673.51","3,716.70","3,740.51","3,642.04","494.83M","-1.41%"
"12/09/2004","3,726.22","3,691.11","3,736.67","3,677.48","501.57M","1.32%"
"05/09/2004","3,677.61","3,671.27","3,688.63","3,635.52","445.46M","0.32%"
"29/08/2004","3,665.94","3,650.78","3,674.30","3,583.74","551.09M","0.46%"
"22/08/2004","3,649.24","3,567.09","3,649.24","3,555.27","306.43M","3.14%"
"15/08/2004","3,538.02","3,470.33","3,572.15","3,452.41","339.70M","1.53%"
"08/08/2004","3,484.84","3,529.34","3,542.35","3,460.90","455.85M","-1.24%"
"01/08/2004","3,528.64","3,622.85","3,655.11","3,525.87","448.80M","-3.25%"
"25/07/2004","3,647.10","3,568.33","3,662.06","3,530.96","515.28M","2.24%"
"18/07/2004","3,567.29","3,601.05","3,657.51","3,560.66","401.16M","-1.19%"
"11/07/2004","3,610.40","3,650.86","3,680.83","3,607.90","366.37M","-1.58%"
"04/07/2004","3,668.48","3,683.70","3,702.60","3,627.96","366.05M","-0.45%"
"27/06/2004","3,685.06","3,739.15","3,778.76","3,673.33","514.79M","-1.53%"
"20/06/2004","3,742.38","3,753.30","3,768.05","3,693.80","504.69M","0.04%"
"13/06/2004","3,740.90","3,689.40","3,744.17","3,636.76","526.94M","1.12%"
"06/06/2004","3,699.38","3,711.99","3,738.12","3,686.43","377.55M","0.01%"
"30/05/2004","3,698.87","3,645.82","3,704.64","3,613.42","371.14M","1.28%"
"23/05/2004","3,652.03","3,605.00","3,696.69","3,593.59","499.29M","1.25%"
"16/05/2004","3,607.02","3,553.07","3,652.49","3,520.61","477.42M","0.10%"
"09/05/2004","3,603.26","3,593.30","3,621.48","3,553.35","604.13M","-1.37%"
"02/05/2004","3,653.18","3,652.30","3,734.69","3,623.60","528.66M","-0.57%"
"25/04/2004","3,674.28","3,790.14","3,831.54","3,661.91","699.59M","-3.60%"
"18/04/2004","3,811.43","3,741.95","3,829.22","3,721.98","564.64M","1.60%"
"11/04/2004","3,751.59","3,765.80","3,794.25","3,696.81","398.83M","0.31%"
"04/04/2004","3,740.11","3,753.19","3,794.20","3,727.23","388.81M","0.01%"
"28/03/2004","3,739.91","3,594.42","3,751.93","3,584.60","486.19M","4.11%"
"21/03/2004","3,592.39","3,580.43","3,606.86","3,489.53","566.26M","-0.58%"
"14/03/2004","3,613.28","3,652.10","3,663.22","3,543.11","550.53M","-1.32%"
"07/03/2004","3,661.78","3,772.75","3,785.58","3,569.73","636.11M","-2.64%"
"29/02/2004","3,761.11","3,735.30","3,789.33","3,729.98","513.99M","0.96%"
"22/02/2004","3,725.44","3,741.48","3,760.06","3,666.88","554.71M","-0.21%"
"15/02/2004","3,733.28","3,655.73","3,765.66","3,649.76","411.26M","2.30%"
"08/02/2004","3,649.34","3,637.29","3,698.67","3,637.29","470.01M","0.68%"
"01/02/2004","3,624.72","3,660.29","3,676.64","3,594.71","528.53M","-0.38%"
"25/01/2004","3,638.44","3,693.29","3,724.29","3,638.44","577.38M","-1.49%"
"18/01/2004","3,693.36","3,677.73","3,713.83","3,650.86","519.90M","0.59%"
"11/01/2004","3,671.80","3,564.84","3,681.79","3,548.22","598.51M","2.71%"
"04/01/2004","3,574.80","3,591.72","3,615.83","3,548.18","566.17M","-0.61%"
"28/12/2003","3,596.80","3,508.39","3,597.02","3,498.76","165.11M","2.46%"
"21/12/2003","3,510.30","3,476.00","3,516.54","3,476.00","145.89M","0.24%"
"14/12/2003","3,502.04","3,521.64","3,525.80","3,461.83","500.12M","0.91%"
"07/12/2003","3,470.60","3,432.78","3,500.53","3,417.56","419.12M","0.39%"
"30/11/2003","3,457.14","3,450.66","3,511.28","3,440.72","504.99M","0.94%"
"23/11/2003","3,424.79","3,372.35","3,450.15","3,369.58","631.88M","1.74%"
"16/11/2003","3,366.12","3,396.03","3,406.53","3,287.93","490.30M","-2.39%"
"09/11/2003","3,448.60","3,426.31","3,461.35","3,388.12","382.60M","-0.13%"
"02/11/2003","3,453.13","3,381.98","3,472.83","3,372.18","507.00M","2.37%"
"26/10/2003","3,373.20","3,283.82","3,417.64","3,279.22","463.98M","3.27%"
"19/10/2003","3,266.27","3,338.74","3,395.79","3,239.05","456.82M","-2.61%"
"12/10/2003","3,353.72","3,313.92","3,403.76","3,313.92","461.29M","1.44%"
"05/10/2003","3,306.12","3,291.85","3,345.36","3,229.34","425.02M","0.30%"
"28/09/2003","3,296.36","3,215.66","3,299.88","3,110.93","623.49M","2.47%"
"21/09/2003","3,216.76","3,334.62","3,336.65","3,177.96","615.68M","-4.65%"
"14/09/2003","3,373.64","3,336.59","3,424.26","3,332.94","490.92M","1.54%"
"07/09/2003","3,322.56","3,385.66","3,431.37","3,301.54","581.46M","-2.07%"
"31/08/2003","3,392.75","3,335.98","3,435.79","3,335.54","733.11M","2.46%"
"24/08/2003","3,311.42","3,310.31","3,353.94","3,249.88","426.11M","-0.53%"
"17/08/2003","3,328.99","3,301.25","3,347.55","3,261.44","457.95M","1.52%"
"10/08/2003","3,279.21","3,184.37","3,298.82","3,168.93","335.97M","3.59%"
"03/08/2003","3,165.49","3,164.01","3,206.18","3,105.37","414.89M","-0.13%"
"27/07/2003","3,169.63","3,142.30","3,220.55","3,128.64","671.56M","1.94%"
"20/07/2003","3,109.32","3,157.76","3,158.04","3,060.50","408.30M","-0.64%"
"13/07/2003","3,129.21","3,153.44","3,206.03","3,102.38","430.54M","-0.29%"
"06/07/2003","3,138.27","3,097.92","3,203.35","3,076.35","443.39M","2.14%"
"29/06/2003","3,072.40","3,094.82","3,137.19","3,008.72","481.12M","-1.18%"
"22/06/2003","3,109.02","3,164.34","3,176.14","3,071.19","684.77M","-2.54%"
"15/06/2003","3,190.11","3,095.96","3,228.60","3,077.14","623.56M","2.61%"
"08/06/2003","3,108.94","3,074.99","3,170.73","3,042.97","549.39M","0.51%"
"01/06/2003","3,093.21","3,018.66","3,112.78","2,990.32","621.46M","3.39%"
"25/05/2003","2,991.75","2,883.79","3,012.92","2,826.81","479.34M","3.26%"
"18/05/2003","2,897.16","2,932.98","2,932.98","2,814.34","619.83M","-3.26%"
"11/05/2003","2,994.87","2,992.66","3,036.27","2,922.14","507.15M","0.91%"
"04/05/2003","2,967.89","2,992.51","3,070.62","2,902.32","545.46M","0.16%"
"27/04/2003","2,963.12","2,858.83","3,015.42","2,853.23","511.95M","3.36%"
"20/04/2003","2,866.74","2,916.17","3,000.91","2,861.63","469.76M","-1.10%"
"13/04/2003","2,898.61","2,836.34","2,991.06","2,808.09","515.83M","2.13%"
"06/04/2003","2,838.14","2,920.89","2,989.35","2,802.96","809.89M","0.01%"
"30/03/2003","2,837.96","2,666.77","2,863.33","2,596.83","666.01M","3.84%"
"23/03/2003","2,733.00","2,841.63","2,842.62","2,644.22","623.79M","-5.45%"
"16/03/2003","2,890.68","2,632.84","2,909.96","2,623.05","623.08M","5.50%"
"09/03/2003","2,740.01","2,581.21","2,740.01","2,401.15","712.10M","6.41%"
"02/03/2003","2,574.91","2,770.68","2,796.73","2,569.33","495.98M","-6.51%"
"23/02/2003","2,754.07","2,828.84","2,850.05","2,633.19","658.47M","-2.68%"
"16/02/2003","2,829.83","2,870.40","2,950.75","2,781.73","430.65M","0.07%"
"09/02/2003","2,827.75","2,801.74","2,859.43","2,727.03","465.26M","1.11%"
"02/02/2003","2,796.66","2,973.93","2,983.99","2,792.63","514.17M","-4.81%"
"26/01/2003","2,937.88","2,874.40","2,943.16","2,733.51","660.19M","1.36%"
"19/01/2003","2,898.60","3,049.60","3,076.31","2,894.58","608.65M","-5.18%"
"12/01/2003","3,056.93","3,169.89","3,215.49","3,055.67","660.05M","-3.27%"
"05/01/2003","3,160.13","3,204.81","3,232.34","3,054.33","504.23M","-0.87%"
"29/12/2002","3,187.88","3,021.67","3,217.78","2,984.02","275.32M","5.85%"
"22/12/2002","3,011.83","3,105.94","3,114.17","3,004.06","119.58M","-2.30%"
"15/12/2002","3,082.85","3,071.13","3,202.81","3,016.87","551.69M","0.20%"
"08/12/2002","3,076.85","3,234.06","3,234.06","3,054.12","572.37M","-3.42%"
"01/12/2002","3,185.77","3,327.07","3,393.04","3,096.98","693.14M","-4.23%"
"24/11/2002","3,326.65","3,330.15","3,360.29","3,181.84","778.49M","0.63%"
"17/11/2002","3,305.78","3,168.97","3,314.83","3,124.43","516.26M","4.53%"
"10/11/2002","3,162.39","3,035.84","3,199.19","2,979.43","517.27M","3.41%"
"03/11/2002","3,058.18","3,168.30","3,310.44","3,043.10","553.13M","-1.65%"
"27/10/2002","3,109.51","3,143.66","3,165.38","2,962.44","665.69M","1.72%"
"20/10/2002","3,056.88","3,140.43","3,228.35","2,992.23","571.23M","-3.17%"
"13/10/2002","3,156.99","2,876.48","3,236.15","2,849.73","717.11M","8.78%"
"06/10/2002","2,902.27","2,730.61","2,902.27","2,612.03","627.47M","4.93%"
"29/09/2002","2,765.90","2,846.37","2,958.92","2,725.92","601.10M","-6.26%"
"22/09/2002","2,950.52","2,893.33","2,978.94","2,666.04","687.25M","2.07%"
"15/09/2002","2,890.82","3,188.15","3,248.23","2,866.52","694.91M","-8.41%"
"08/09/2002","3,156.17","3,233.07","3,402.30","3,115.01","521.64M","-2.79%"
"01/09/2002","3,246.67","3,345.64","3,349.17","3,068.11","525.90M","-3.55%"
"25/08/2002","3,366.21","3,505.09","3,574.39","3,309.95","458.16M","-4.53%"
"18/08/2002","3,526.09","3,344.77","3,600.42","3,344.24","495.88M","4.50%"
"11/08/2002","3,374.09","3,416.68","3,435.00","3,240.81","399.73M","-2.14%"
"04/08/2002","3,447.94","3,281.69","3,449.46","3,013.80","544.29M","6.24%"
"28/07/2002","3,245.37","3,203.83","3,515.70","3,183.93","595.42M","2.29%"
"21/07/2002","3,172.56","3,298.03","3,298.03","2,898.60","752.50M","-4.56%"
"14/07/2002","3,324.04","3,504.30","3,559.56","3,198.34","635.03M","-5.39%"
"07/07/2002","3,513.34","3,835.08","3,895.66","3,459.22","608.58M","-9.06%"
"30/06/2002","3,863.28","3,886.12","3,973.93","3,623.33","767.55M","-0.89%"
"23/06/2002","3,897.99","3,798.85","3,897.99","3,561.24","786.77M","2.59%"
"16/06/2002","3,799.53","3,878.43","4,047.52","3,736.23","544.14M","-1.13%"
"09/06/2002","3,843.07","4,055.00","4,114.08","3,785.41","475.51M","-4.41%"
"02/06/2002","4,020.27","4,247.58","4,294.50","3,968.67","428.13M","-5.95%"
"26/05/2002","4,274.64","4,334.88","4,418.73","4,249.85","479.91M","-1.45%"
"19/05/2002","4,337.43","4,454.89","4,467.63","4,311.79","371.49M","-2.37%"
"12/05/2002","4,442.94","4,291.53","4,497.46","4,281.95","465.90M","2.61%"
"05/05/2002","4,329.84","4,361.65","4,428.65","4,239.72","371.07M","-0.58%"
"28/04/2002","4,354.92","4,432.13","4,494.79","4,352.34","473.60M","-2.20%"
"21/04/2002","4,453.08","4,597.21","4,597.71","4,401.77","455.61M","-3.33%"
"14/04/2002","4,606.42","4,487.65","4,653.10","4,463.96","389.38M","3.09%"
"07/04/2002","4,468.29","4,504.18","4,547.64","4,415.75","433.26M","-1.05%"
"31/03/2002","4,515.70","4,673.03","4,688.16","4,506.87","330.82M","-3.68%"
"24/03/2002","4,688.02","4,597.31","4,696.18","4,565.27","378.66M","1.88%"
"17/03/2002","4,601.57","4,600.79","4,652.54","4,569.40","439.61M","0.29%"
"10/03/2002","4,588.33","4,619.77","4,642.56","4,514.72","445.64M","-0.88%"
"03/03/2002","4,629.11","4,538.71","4,671.00","4,538.71","528.65M","3.18%"
"24/02/2002","4,486.42","4,270.55","4,495.31","4,240.26","470.82M","5.68%"
"17/02/2002","4,245.20","4,351.78","4,376.76","4,210.30","445.89M","-3.01%"
"10/02/2002","4,377.00","4,341.19","4,434.93","4,306.74","379.58M","1.81%"
"03/02/2002","4,299.04","4,459.52","4,459.52","4,228.38","458.83M","-3.51%"
"27/01/2002","4,455.56","4,498.77","4,563.38","4,385.57","459.86M","-0.64%"
"20/01/2002","4,484.31","4,438.39","4,527.28","4,386.39","413.33M","0.80%"
"13/01/2002","4,448.85","4,526.42","4,530.67","4,419.14","408.14M","-2.32%"
"06/01/2002","4,554.69","4,673.45","4,706.58","4,503.61","426.72M","-2.74%"
"30/12/2001","4,682.79","4,617.95","4,720.04","4,567.92","185.23M","1.26%"
"23/12/2001","4,624.58","4,487.17","4,630.19","4,470.50","91.20M","2.78%"
"16/12/2001","4,499.34","4,366.00","4,515.73","4,328.77","356.89M","3.67%"
"09/12/2001","4,340.02","4,614.93","4,619.26","4,340.02","429.79M","-6.52%"
"02/12/2001","4,642.94","4,439.55","4,735.21","4,401.36","385.70M","3.73%"
"25/11/2001","4,476.06","4,620.71","4,639.84","4,392.67","476.52M","-2.14%"
"18/11/2001","4,573.82","4,620.76","4,686.62","4,536.40","377.61M","-0.29%"
"11/11/2001","4,587.30","4,512.43","4,643.51","4,329.74","471.10M","1.62%"
"04/11/2001","4,514.28","4,392.05","4,589.08","4,389.77","425.39M","3.32%"
"28/10/2001","4,369.40","4,465.67","4,465.67","4,201.81","336.02M","-2.44%"
"21/10/2001","4,478.63","4,281.78","4,546.42","4,243.12","416.96M","5.01%"
"14/10/2001","4,264.89","4,295.21","4,458.04","4,193.01","439.28M","-1.66%"
"07/10/2001","4,336.88","4,102.93","4,407.67","4,031.09","467.94M","4.13%"
"30/09/2001","4,164.76","4,097.22","4,232.66","3,914.39","471.92M","2.10%"
"23/09/2001","4,079.02","3,713.76","4,117.84","3,713.76","544.97M","11.67%"
"16/09/2001","3,652.87","3,861.08","4,024.95","3,463.07","620.98M","-6.56%"
"09/09/2001","3,909.49","4,372.13","4,479.31","3,858.37","566.19M","-11.42%"
"02/09/2001","4,413.51","4,712.09","4,712.09","4,396.55","457.81M","-5.88%"
"26/08/2001","4,689.34","4,917.14","4,963.86","4,668.19","389.41M","-4.62%"
"19/08/2001","4,916.56","4,770.50","4,919.91","4,724.55","265.02M","2.91%"
"12/08/2001","4,777.37","4,903.73","5,003.21","4,753.12","256.79M","-1.42%"
"05/08/2001","4,846.02","5,017.63","5,096.85","4,822.29","294.80M","-3.68%"
"29/07/2001","5,031.29","4,982.39","5,204.20","4,946.12","321.28M","1.29%"
"22/07/2001","4,967.15","4,861.66","4,968.06","4,773.17","345.53M","1.77%"
"15/07/2001","4,880.70","5,036.62","5,036.62","4,825.88","308.37M","-2.88%"
"08/07/2001","5,025.24","5,008.86","5,067.41","4,880.51","368.95M","0.52%"
"01/07/2001","4,999.36","5,215.75","5,299.90","4,992.46","380.53M","-4.32%"
"24/06/2001","5,225.33","5,145.44","5,230.55","4,967.61","404.35M","0.80%"
"17/06/2001","5,183.67","5,225.94","5,248.34","5,114.73","370.67M","-1.15%"
"10/06/2001","5,243.84","5,432.25","5,478.58","5,192.35","397.36M","-3.60%"
"03/06/2001","5,439.93","5,474.47","5,546.60","5,431.72","246.31M","0.13%"
"27/05/2001","5,432.71","5,584.54","5,644.41","5,387.76","430.78M","-2.67%"
"20/05/2001","5,581.94","5,647.35","5,728.52","5,568.23","306.41M","-1.00%"
"13/05/2001","5,638.24","5,523.33","5,658.26","5,433.31","397.95M","1.28%"
"06/05/2001","5,567.25","5,492.08","5,624.51","5,440.74","262.40M","2.05%"
"29/04/2001","5,455.55","5,580.46","5,670.02","5,378.36","270.43M","-2.16%"
