"Date","Price","Open","High","Low","Vol.","Change %"
"07/05/2017","5,405.42","5,442.10","5,442.10","5,356.41","621.38M","-0.50%"
"30/04/2017","5,432.40","5,284.88","5,432.40","5,274.29","508.80M","3.13%"
"23/04/2017","5,267.33","5,267.88","5,296.52","5,228.54","722.66M","4.11%"
"16/04/2017","5,059.20","5,078.25","5,093.60","4,980.41","569.84M","-0.23%"
"09/04/2017","5,071.10","5,127.36","5,142.81","5,062.32","372.36M","-1.25%"
"02/04/2017","5,135.28","5,130.18","5,135.28","5,051.61","436.31M","0.25%"
"26/03/2017","5,122.51","4,975.09","5,122.51","4,971.07","456.79M","2.02%"
"19/03/2017","5,020.90","5,008.08","5,054.91","4,953.57","428.31M","-0.17%"
"12/03/2017","5,029.24","4,997.88","5,037.85","4,958.88","547.42M","0.72%"
"05/03/2017","4,993.32","4,983.96","5,022.10","4,933.77","485.43M","-0.04%"
"26/02/2017","4,995.13","4,864.13","5,002.32","4,833.77","534.45M","3.09%"
"19/02/2017","4,845.24","4,894.25","4,922.64","4,806.49","491.13M","-0.46%"
"12/02/2017","4,867.58","4,844.22","4,932.35","4,841.60","503.79M","0.81%"
"05/02/2017","4,828.32","4,829.68","4,845.45","4,733.82","501.44M","0.06%"
"29/01/2017","4,825.42","4,823.50","4,847.47","4,748.90","473.40M","-0.30%"
"22/01/2017","4,839.98","4,816.98","4,901.07","4,800.39","468.29M","-0.22%"
"15/01/2017","4,850.67","4,883.43","4,911.39","4,818.88","476.26M","-1.46%"
"08/01/2017","4,922.49","4,915.35","4,924.58","4,856.50","485.44M","0.26%"
"01/01/2017","4,909.84","4,845.96","4,929.60","4,843.93","367.01M","0.98%"
"25/12/2016","4,862.31","4,840.17","4,864.29","4,822.29","188.35M","0.47%"
"18/12/2016","4,839.68","4,820.49","4,852.58","4,812.08","374.56M","0.13%"
"11/12/2016","4,833.27","4,769.84","4,856.96","4,746.55","686.35M","1.45%"
"04/12/2016","4,764.07","4,506.66","4,780.52","4,502.20","655.65M","5.19%"
"27/11/2016","4,528.82","4,544.09","4,597.54","4,490.15","529.61M","-0.47%"
"20/11/2016","4,550.27","4,525.46","4,571.79","4,479.69","434.00M","1.02%"
"13/11/2016","4,504.35","4,528.05","4,560.88","4,479.94","542.24M","0.34%"
"06/11/2016","4,489.27","4,440.11","4,606.66","4,344.88","760.61M","2.55%"
"30/10/2016","4,377.46","4,525.60","4,540.26","4,355.81","473.01M","-3.76%"
"23/10/2016","4,548.58","4,551.73","4,579.28","4,496.97","475.14M","0.28%"
"16/10/2016","4,536.07","4,452.72","4,555.11","4,439.91","455.10M","1.46%"
"09/10/2016","4,470.92","4,458.07","4,520.18","4,370.65","499.20M","0.47%"
"02/10/2016","4,449.91","4,447.54","4,521.36","4,432.77","487.02M","0.04%"
"25/09/2016","4,448.26","4,455.59","4,505.30","4,342.64","474.20M","-0.90%"
"18/09/2016","4,488.69","4,368.85","4,528.89","4,368.85","446.96M","3.61%"
"11/09/2016","4,332.45","4,415.23","4,470.26","4,310.88","626.65M","-3.54%"
"04/09/2016","4,491.40","4,550.82","4,569.62","4,481.09","418.12M","-1.12%"
"28/08/2016","4,542.17","4,421.46","4,548.04","4,390.04","463.87M","2.26%"
"21/08/2016","4,441.87","4,397.39","4,455.61","4,377.70","346.54M","0.94%"
"14/08/2016","4,400.52","4,503.65","4,528.00","4,373.75","332.32M","-2.21%"
"07/08/2016","4,500.19","4,419.02","4,510.06","4,407.32","357.02M","2.03%"
"31/07/2016","4,410.55","4,469.99","4,477.44","4,293.34","484.72M","-0.66%"
"24/07/2016","4,439.81","4,381.63","4,474.67","4,353.62","519.48M","1.34%"
"17/07/2016","4,381.10","4,375.09","4,408.13","4,304.20","412.88M","0.20%"
"10/07/2016","4,372.51","4,221.22","4,402.23","4,207.37","533.80M","4.34%"
"03/07/2016","4,190.68","4,288.50","4,288.66","4,062.07","551.65M","-1.95%"
"26/06/2016","4,273.96","4,073.72","4,288.72","3,955.98","848.91M","4.07%"
"19/06/2016","4,106.73","4,301.19","4,490.55","4,007.97","873.01M","-2.08%"
"12/06/2016","4,193.83","4,253.98","4,275.97","4,109.82","710.06M","-2.62%"
"05/06/2016","4,306.72","4,407.01","4,486.47","4,301.10","490.24M","-2.60%"
"29/05/2016","4,421.78","4,507.09","4,536.63","4,396.63","470.33M","-2.06%"
"22/05/2016","4,514.74","4,344.89","4,518.22","4,300.18","494.66M","3.69%"
"15/05/2016","4,353.90","4,290.65","4,362.33","4,267.71","462.44M","0.78%"
"08/05/2016","4,319.99","4,322.69","4,374.75","4,253.13","528.41M","0.44%"
"01/05/2016","4,301.24","4,455.76","4,458.74","4,245.17","491.56M","-2.88%"
"24/04/2016","4,428.96","4,561.92","4,579.12","4,428.59","550.95M","-3.08%"
"17/04/2016","4,569.66","4,425.25","4,607.69","4,424.76","565.40M","1.66%"
"10/04/2016","4,495.17","4,294.12","4,515.00","4,263.08","633.87M","4.46%"
"03/04/2016","4,303.12","4,311.19","4,378.05","4,229.12","559.42M","-0.44%"
"27/03/2016","4,322.24","4,354.03","4,466.50","4,261.25","445.01M","-0.17%"
"20/03/2016","4,329.68","4,425.84","4,481.11","4,323.18","424.21M","-2.98%"
"13/03/2016","4,462.51","4,501.81","4,535.91","4,367.44","777.97M","-0.67%"
"06/03/2016","4,492.79","4,436.37","4,580.97","4,350.35","692.35M","0.81%"
"28/02/2016","4,456.62","4,275.84","4,480.21","4,254.77","634.74M","3.29%"
"21/02/2016","4,314.57","4,260.62","4,352.39","4,117.49","598.04M","2.17%"
"14/02/2016","4,223.04","4,086.29","4,279.19","4,076.81","668.56M","5.71%"
"07/02/2016","3,995.06","4,217.45","4,220.85","3,892.46","876.67M","-4.89%"
"31/01/2016","4,200.67","4,418.14","4,422.61","4,176.48","748.28M","-4.90%"
"24/01/2016","4,417.02","4,365.15","4,417.02","4,224.45","675.51M","1.85%"
"17/01/2016","4,336.69","4,211.11","4,371.65","4,084.68","755.99M","3.01%"
"10/01/2016","4,210.16","4,333.21","4,465.56","4,178.87","705.77M","-2.85%"
"03/01/2016","4,333.76","4,582.05","4,586.11","4,323.55","620.20M","-6.54%"
"27/12/2015","4,637.06","4,667.03","4,708.32","4,613.78","189.38M","-0.56%"
"20/12/2015","4,663.18","4,617.20","4,686.09","4,526.86","327.36M","0.82%"
"13/12/2015","4,625.26","4,572.37","4,748.76","4,472.65","848.76M","1.66%"
"06/12/2015","4,549.56","4,746.26","4,803.48","4,527.26","733.95M","-3.50%"
"29/11/2015","4,714.79","4,917.15","4,975.71","4,670.99","761.32M","-4.37%"
"22/11/2015","4,930.14","4,901.68","4,961.45","4,773.98","510.10M","0.39%"
"15/11/2015","4,910.97","4,756.92","4,962.45","4,751.03","560.45M","2.14%"
"08/11/2015","4,807.95","4,978.84","4,983.77","4,762.33","584.37M","-3.54%"
"01/11/2015","4,984.15","4,848.86","5,011.65","4,845.12","703.45M","1.77%"
"25/10/2015","4,897.66","4,908.33","4,924.24","4,841.39","644.20M","-0.53%"
"18/10/2015","4,923.64","4,697.52","4,947.02","4,642.94","619.99M","4.70%"
"11/10/2015","4,702.79","4,705.22","4,718.91","4,580.84","562.38M","0.03%"
"04/10/2015","4,701.39","4,543.07","4,737.69","4,528.02","689.95M","5.44%"
"27/09/2015","4,458.88","4,452.24","4,528.16","4,278.57","759.38M","-0.49%"
"20/09/2015","4,480.66","4,526.28","4,605.26","4,309.42","734.02M","-1.22%"
"13/09/2015","4,535.85","4,554.71","4,665.99","4,495.05","662.93M","-0.28%"
"06/09/2015","4,548.72","4,563.85","4,733.05","4,524.99","499.50M","0.57%"
"30/08/2015","4,523.08","4,636.44","4,692.30","4,499.49","619.35M","-3.25%"
"23/08/2015","4,675.13","4,465.48","4,686.67","4,230.49","985.87M","0.95%"
"16/08/2015","4,630.99","4,996.76","5,025.71","4,630.99","528.20M","-6.57%"
"09/08/2015","4,956.47","5,179.84","5,197.65","4,907.33","509.41M","-3.85%"
"02/08/2015","5,154.75","5,076.80","5,217.80","5,066.15","540.15M","1.42%"
"26/07/2015","5,082.61","5,030.89","5,083.64","4,924.29","630.50M","0.50%"
"19/07/2015","5,057.36","5,134.16","5,184.74","5,051.14","451.74M","-1.31%"
"12/07/2015","5,124.39","4,985.14","5,147.40","4,959.62","545.99M","4.51%"
"05/07/2015","4,903.07","4,709.01","4,922.63","4,601.90","727.02M","1.97%"
"28/06/2015","4,808.22","4,821.45","4,946.62","4,780.55","699.38M","-4.96%"
"21/06/2015","5,059.17","4,926.63","5,095.04","4,911.86","693.02M","5.06%"
"14/06/2015","4,815.37","4,844.95","4,871.07","4,712.97","672.75M","-1.75%"
"07/06/2015","4,901.19","4,906.17","5,022.10","4,783.92","633.65M","-0.40%"
"31/05/2015","4,920.74","5,029.05","5,088.14","4,894.17","597.02M","-1.74%"
"24/05/2015","5,007.89","5,139.65","5,193.77","5,006.46","521.29M","-2.62%"
"17/05/2015","5,142.89","4,996.96","5,155.28","4,932.01","502.86M","2.99%"
"10/05/2015","4,993.82","5,050.92","5,066.57","4,905.70","604.63M","-1.90%"
"03/05/2015","5,090.39","5,060.50","5,133.17","4,874.90","796.57M","0.87%"
"26/04/2015","5,046.49","5,198.79","5,283.71","4,987.26","651.13M","-2.98%"
"19/04/2015","5,201.45","5,154.91","5,243.57","5,146.27","663.99M","1.13%"
"12/04/2015","5,143.26","5,236.11","5,269.50","5,132.71","1.02B","-1.85%"
"05/04/2015","5,240.46","5,106.36","5,240.65","5,096.00","441.62M","3.28%"
"29/03/2015","5,074.14","5,052.25","5,110.79","5,007.68","451.17M","0.80%"
"22/03/2015","5,034.06","5,078.25","5,103.30","4,932.53","693.42M","-1.05%"
"15/03/2015","5,087.49","5,019.02","5,106.04","5,001.37","698.24M","1.54%"
"08/03/2015","5,010.46","4,940.64","5,010.80","4,869.45","620.89M","0.93%"
"01/03/2015","4,964.35","4,937.43","4,986.88","4,856.14","634.20M","0.26%"
"22/02/2015","4,951.48","4,872.13","4,951.48","4,832.36","568.68M","2.50%"
"15/02/2015","4,830.90","4,757.52","4,841.69","4,683.19","625.70M","1.50%"
"08/02/2015","4,759.36","4,652.16","4,779.54","4,611.15","692.69M","1.46%"
"01/02/2015","4,691.03","4,613.31","4,707.24","4,584.37","688.41M","1.88%"
"25/01/2015","4,604.25","4,620.00","4,679.26","4,571.05","679.54M","-0.79%"
"18/01/2015","4,640.69","4,388.67","4,673.30","4,367.24","861.15M","5.96%"
"11/01/2015","4,379.62","4,196.78","4,387.22","4,119.35","775.45M","4.80%"
"04/01/2015","4,179.07","4,221.99","4,276.92","4,076.16","683.45M","-1.72%"
"28/12/2014","4,252.29","4,301.66","4,317.93","4,224.34","219.78M","-1.01%"
"21/12/2014","4,295.85","4,255.88","4,316.39","4,239.36","182.93M","1.28%"
"14/12/2014","4,241.65","4,094.46","4,291.20","3,926.34","970.29M","3.23%"
"07/12/2014","4,108.93","4,400.17","4,407.95","4,103.49","614.43M","-7.03%"
"30/11/2014","4,419.48","4,354.19","4,427.74","4,310.69","554.73M","0.67%"
"23/11/2014","4,390.18","4,355.97","4,403.55","4,348.83","534.64M","0.99%"
"16/11/2014","4,347.23","4,169.61","4,356.11","4,166.40","588.77M","3.44%"
"09/11/2014","4,202.46","4,184.18","4,252.92","4,153.17","587.70M","0.30%"
"02/11/2014","4,189.89","4,225.81","4,275.30","4,118.50","700.39M","-1.02%"
"26/10/2014","4,233.09","4,170.84","4,246.93","4,051.86","828.04M","2.52%"
"19/10/2014","4,128.90","4,023.76","4,166.46","3,962.06","725.01M","2.37%"
"12/10/2014","4,033.18","4,033.74","4,104.00","3,789.11","1.05B","-0.99%"
"05/10/2014","4,073.71","4,317.92","4,319.31","4,065.50","795.15M","-4.86%"
"28/09/2014","4,281.74","4,389.83","4,435.07","4,242.67","635.66M","-2.57%"
"21/09/2014","4,394.75","4,446.91","4,464.31","4,340.63","510.84M","-1.49%"
"14/09/2014","4,461.22","4,425.63","4,492.39","4,391.08","529.95M","0.44%"
"07/09/2014","4,441.70","4,484.40","4,489.02","4,411.07","426.74M","-1.00%"
"31/08/2014","4,486.49","4,383.62","4,509.58","4,358.26","538.08M","2.41%"
"24/08/2014","4,381.04","4,299.50","4,401.52","4,286.61","470.09M","3.02%"
"17/08/2014","4,252.80","4,227.88","4,292.93","4,211.38","387.02M","1.88%"
"10/08/2014","4,174.36","4,182.75","4,256.34","4,150.90","486.54M","0.64%"
"03/08/2014","4,147.81","4,222.78","4,252.68","4,109.31","656.25M","-1.31%"
"27/07/2014","4,202.78","4,352.50","4,389.76","4,182.02","730.03M","-2.95%"
"20/07/2014","4,330.55","4,334.62","4,415.29","4,295.36","468.59M","-0.11%"
"13/07/2014","4,335.31","4,327.66","4,374.22","4,284.42","499.50M","0.44%"
"06/07/2014","4,316.50","4,453.76","4,463.06","4,277.58","524.34M","-3.41%"
"29/06/2014","4,468.98","4,443.03","4,490.72","4,407.18","514.63M","0.72%"
"22/06/2014","4,436.99","4,540.52","4,540.52","4,412.18","530.07M","-2.30%"
"15/06/2014","4,541.34","4,523.52","4,581.95","4,508.46","610.24M","-0.04%"
"08/06/2014","4,543.28","4,580.94","4,598.65","4,506.93","473.06M","-0.83%"
"01/06/2014","4,581.12","4,523.90","4,586.68","4,470.47","596.18M","1.36%"
"25/05/2014","4,519.57","4,504.26","4,536.83","4,495.79","432.69M","0.59%"
"18/05/2014","4,493.15","4,447.68","4,495.76","4,418.05","497.71M","0.83%"
"11/05/2014","4,456.28","4,467.38","4,512.62","4,418.59","632.72M","-0.47%"
"04/05/2014","4,477.28","4,453.52","4,507.24","4,400.91","626.49M","0.43%"
"27/04/2014","4,458.17","4,455.05","4,504.14","4,444.46","464.58M","0.33%"
"20/04/2014","4,443.63","4,451.91","4,499.32","4,431.38","459.95M","0.27%"
"13/04/2014","4,431.81","4,345.62","4,432.64","4,319.28","497.70M","1.51%"
"06/04/2014","4,365.86","4,453.19","4,466.19","4,333.87","616.07M","-2.65%"
"30/03/2014","4,484.55","4,426.83","4,496.54","4,390.77","516.82M","1.66%"
"23/03/2014","4,411.26","4,321.99","4,411.38","4,266.98","581.31M","1.75%"
"16/03/2014","4,335.28","4,216.91","4,353.39","4,211.62","660.02M","2.82%"
"09/03/2014","4,216.37","4,365.49","4,417.80","4,183.00","652.72M","-3.44%"
"02/03/2014","4,366.42","4,338.79","4,432.50","4,288.44","694.40M","-0.95%"
"23/02/2014","4,408.08","4,374.46","4,420.94","4,354.95","583.51M","0.62%"
"16/02/2014","4,381.06","4,345.58","4,383.15","4,290.47","480.96M","0.94%"
"09/02/2014","4,340.14","4,247.58","4,340.38","4,229.07","567.89M","2.65%"
"02/02/2014","4,228.18","4,160.28","4,228.90","4,080.60","753.23M","1.50%"
"26/01/2014","4,165.72","4,166.28","4,245.96","4,098.71","674.42M","0.10%"
"19/01/2014","4,161.47","4,320.81","4,351.21","4,154.95","587.85M","-3.84%"
"12/01/2014","4,327.50","4,261.70","4,341.86","4,213.57","568.93M","1.81%"
"05/01/2014","4,250.60","4,242.27","4,278.11","4,215.59","537.93M","0.07%"
"29/12/2013","4,247.65","4,283.42","4,312.59","4,226.66","230.92M","-0.70%"
"22/12/2013","4,277.65","4,199.92","4,279.28","4,187.95","167.06M","2.00%"
"15/12/2013","4,193.77","4,051.93","4,200.31","4,051.25","578.78M","3.30%"
"08/12/2013","4,059.71","4,143.30","4,144.80","4,053.41","406.59M","-1.69%"
"01/12/2013","4,129.37","4,294.65","4,309.31","4,082.14","489.40M","-3.86%"
"24/11/2013","4,295.21","4,298.01","4,311.81","4,276.79","355.82M","0.39%"
"17/11/2013","4,278.53","4,289.22","4,336.61","4,222.31","382.77M","-0.32%"
"10/11/2013","4,292.23","4,262.80","4,299.67","4,213.21","402.43M","0.75%"
"03/11/2013","4,260.44","4,284.83","4,356.28","4,211.82","509.08M","-0.30%"
"27/10/2013","4,273.19","4,287.89","4,309.92","4,236.03","386.30M","0.02%"
"20/10/2013","4,272.31","4,285.71","4,309.15","4,242.22","453.43M","-0.32%"
"13/10/2013","4,286.03","4,206.10","4,286.03","4,192.59","452.09M","1.57%"
"06/10/2013","4,219.98","4,145.11","4,227.54","4,105.67","448.01M","1.34%"
"29/09/2013","4,164.25","4,141.55","4,196.60","4,120.24","401.94M","-0.54%"
"22/09/2013","4,186.77","4,207.18","4,216.92","4,162.84","412.39M","-0.40%"
"15/09/2013","4,203.66","4,154.19","4,227.21","4,131.22","571.18M","2.17%"
"08/09/2013","4,114.50","4,046.26","4,122.53","4,022.81","480.63M","1.61%"
"01/09/2013","4,049.19","3,974.79","4,049.19","3,927.63","460.54M","2.93%"
"25/08/2013","3,933.78","4,072.78","4,072.12","3,933.78","430.70M","-3.33%"
"18/08/2013","4,069.47","4,122.38","4,122.14","4,005.47","369.66M","-1.32%"
"11/08/2013","4,123.89","4,080.97","4,123.89","4,048.62","366.56M","1.16%"
"04/08/2013","4,076.55","4,049.16","4,087.73","4,010.63","430.49M","0.76%"
"28/07/2013","4,045.65","3,987.04","4,059.62","3,962.43","491.83M","1.94%"
"21/07/2013","3,968.84","3,929.19","4,002.35","3,915.81","458.46M","1.11%"
"14/07/2013","3,925.32","3,867.08","3,927.79","3,821.55","378.33M","1.82%"
"07/07/2013","3,855.09","3,782.12","3,888.19","3,781.51","404.84M","2.70%"
"30/06/2013","3,753.85","3,761.57","3,837.39","3,668.77","480.25M","0.40%"
"23/06/2013","3,738.91","3,652.52","3,780.56","3,575.17","564.19M","2.21%"
"16/06/2013","3,658.04","3,815.44","3,882.88","3,658.04","563.29M","-3.87%"
"09/06/2013","3,805.16","3,864.08","3,884.64","3,731.84","439.50M","-1.74%"
"02/06/2013","3,872.59","3,929.68","3,979.53","3,800.85","462.38M","-1.92%"
"26/05/2013","3,948.59","3,979.15","4,072.24","3,938.19","448.36M","-0.21%"
"19/05/2013","3,956.79","4,005.79","4,058.73","3,940.29","452.10M","-1.11%"
"12/05/2013","4,001.27","3,948.33","4,018.84","3,922.20","501.12M","1.20%"
"05/05/2013","3,953.83","3,909.49","3,971.92","3,897.73","396.83M","1.04%"
"28/04/2013","3,912.95","3,827.93","3,914.51","3,819.04","415.03M","2.70%"
"21/04/2013","3,810.05","3,673.48","3,854.41","3,631.58","572.29M","4.33%"
"14/04/2013","3,651.96","3,728.69","3,747.67","3,584.38","621.37M","-2.07%"
"07/04/2013","3,729.30","3,677.21","3,788.86","3,655.92","503.93M","1.80%"
"31/03/2013","3,663.48","3,729.82","3,810.18","3,638.83","494.99M","-1.82%"
"24/03/2013","3,731.42","3,823.88","3,837.02","3,669.17","490.62M","-1.03%"
"17/03/2013","3,770.29","3,768.07","3,834.88","3,750.05","555.05M","-1.92%"
"10/03/2013","3,844.03","3,830.69","3,871.58","3,817.56","560.47M","0.10%"
"03/03/2013","3,840.15","3,680.58","3,849.87","3,673.03","500.74M","3.79%"
"24/02/2013","3,699.91","3,721.10","3,787.53","3,600.81","652.08M","-0.17%"
"17/02/2013","3,706.28","3,655.53","3,743.65","3,623.17","536.01M","1.25%"
"10/02/2013","3,660.37","3,660.28","3,710.09","3,634.82","463.13M","0.30%"
"03/02/2013","3,649.50","3,778.36","3,778.36","3,601.05","547.66M","-3.29%"
"27/01/2013","3,773.53","3,784.58","3,793.26","3,725.68","494.21M","-0.12%"
"20/01/2013","3,778.16","3,747.58","3,782.60","3,711.55","431.68M","0.98%"
"13/01/2013","3,741.58","3,721.63","3,760.95","3,680.61","485.89M","0.96%"
"06/01/2013","3,706.02","3,731.49","3,732.65","3,683.82","527.98M","-0.64%"
"30/12/2012","3,730.02","3,600.16","3,733.93","3,599.22","237.24M","3.03%"
"23/12/2012","3,620.25","3,662.95","3,684.16","3,618.67","126.34M","-1.12%"
"16/12/2012","3,661.40","3,633.17","3,674.57","3,611.12","912.23M","0.50%"
"09/12/2012","3,643.28","3,587.32","3,659.10","3,575.53","613.02M","1.04%"
"02/12/2012","3,605.61","3,567.90","3,622.36","3,563.02","676.87M","1.36%"
"25/11/2012","3,557.28","3,513.94","3,584.73","3,479.16","736.62M","0.81%"
"18/11/2012","3,528.80","3,375.42","3,528.80","3,369.53","652.80M","5.60%"
"11/11/2012","3,341.52","3,424.55","3,436.26","3,341.52","684.45M","-2.40%"
"04/11/2012","3,423.57","3,469.90","3,515.87","3,374.08","781.55M","-1.97%"
"28/10/2012","3,492.46","3,419.38","3,502.64","3,394.89","575.74M","1.67%"
"21/10/2012","3,435.09","3,498.38","3,519.05","3,382.36","693.06M","-1.98%"
"14/10/2012","3,504.56","3,387.76","3,542.58","3,387.76","923.03M","3.41%"
"07/10/2012","3,389.08","3,429.32","3,429.86","3,351.44","764.34M","-1.97%"
"30/09/2012","3,457.04","3,348.07","3,461.84","3,348.62","672.07M","3.05%"
"23/09/2012","3,354.82","3,501.34","3,520.29","3,354.82","663.94M","-4.98%"
"16/09/2012","3,530.72","3,558.57","3,573.98","3,486.36","837.60M","-1.42%"
"09/09/2012","3,581.58","3,513.66","3,588.02","3,477.37","882.11M","1.78%"
"02/09/2012","3,519.05","3,401.96","3,561.91","3,372.80","763.15M","3.11%"
"26/08/2012","3,413.07","3,422.55","3,462.83","3,371.74","545.27M","-0.59%"
"19/08/2012","3,433.21","3,484.47","3,523.85","3,396.81","542.35M","-1.58%"
"12/08/2012","3,488.38","3,429.53","3,501.91","3,410.94","494.89M","1.54%"
"05/08/2012","3,435.62","3,365.37","3,464.29","3,358.20","682.76M","1.82%"
"29/07/2012","3,374.19","3,299.31","3,374.84","3,232.46","920.21M","2.87%"
"22/07/2012","3,280.19","3,159.68","3,280.19","3,065.47","1.00B","2.70%"
"15/07/2012","3,193.89","3,176.27","3,267.75","3,155.63","957.80M","0.41%"
"08/07/2012","3,180.81","3,167.28","3,204.62","3,118.48","695.95M","0.38%"
"01/07/2012","3,168.79","3,197.04","3,288.51","3,168.79","799.61M","-0.87%"
"24/06/2012","3,196.65","3,072.61","3,196.65","3,003.84","821.89M","3.42%"
"17/06/2012","3,090.90","3,120.82","3,153.28","3,052.65","834.35M","0.11%"
"10/06/2012","3,087.62","3,110.96","3,122.41","2,993.71","1.03B","1.18%"
"03/06/2012","3,051.69","2,928.91","3,104.74","2,927.01","914.80M","3.43%"
"27/05/2012","2,950.47","3,068.34","3,099.84","2,922.26","698.67M","-3.20%"
"20/05/2012","3,047.94","2,997.19","3,093.92","2,984.72","861.85M","1.33%"
"13/05/2012","3,008.00","3,093.36","3,098.80","2,970.10","936.97M","-3.89%"
"06/05/2012","3,129.77","3,112.47","3,219.41","3,073.38","906.25M","-1.02%"
"29/04/2012","3,161.97","3,270.78","3,273.72","3,153.92","714.77M","-3.19%"
"22/04/2012","3,266.27","3,157.85","3,282.65","3,088.36","1.03B","2.44%"
"15/04/2012","3,188.58","3,183.19","3,292.51","3,155.36","992.68M","-0.02%"
"08/04/2012","3,189.09","3,274.85","3,292.28","3,180.19","789.27M","-3.94%"
"01/04/2012","3,319.81","3,439.17","3,473.20","3,279.31","704.42M","-3.04%"
"25/03/2012","3,423.81","3,495.76","3,535.60","3,374.69","722.44M","-1.51%"
"18/03/2012","3,476.18","3,581.48","3,581.48","3,432.56","648.50M","-3.30%"
"11/03/2012","3,594.83","3,473.37","3,600.48","3,467.61","848.61M","3.08%"
"04/03/2012","3,487.48","3,485.51","3,507.52","3,362.56","778.58M","-0.39%"
"26/02/2012","3,501.17","3,452.01","3,514.15","3,412.17","774.42M","0.98%"
"19/02/2012","3,467.03","3,463.56","3,478.03","3,425.02","749.94M","0.80%"
"12/02/2012","3,439.62","3,406.86","3,450.76","3,352.63","823.92M","1.97%"
"05/02/2012","3,373.14","3,412.32","3,449.24","3,365.48","832.02M","-1.60%"
"29/01/2012","3,427.92","3,295.98","3,427.92","3,264.02","745.59M","3.29%"
"22/01/2012","3,318.76","3,325.42","3,368.66","3,285.63","786.59M","-0.08%"
"15/01/2012","3,321.50","3,174.33","3,336.62","3,163.68","813.55M","3.91%"
"08/01/2012","3,196.49","3,143.95","3,253.29","3,114.45","710.95M","1.88%"
"01/01/2012","3,137.36","3,158.24","3,246.74","3,122.63","540.50M","-0.71%"
"25/12/2011","3,159.81","3,111.14","3,159.81","3,064.69","229.75M","1.86%"
"18/12/2011","3,102.09","2,942.34","3,121.39","2,941.40","550.06M","4.37%"
"11/12/2011","2,972.30","3,150.84","3,163.70","2,969.40","773.94M","-6.31%"
"04/12/2011","3,172.35","3,206.67","3,244.89","3,064.63","771.99M","0.23%"
"27/11/2011","3,164.95","2,897.48","3,201.06","2,890.76","848.80M","10.78%"
